applicant_id,first_name,last_name,email,phone_number,university,major,gpa,graduation_year,application_date,position_applied,years_of_experience,skills,application_status,salary_expectation,availability,resume_submitted,cover_letter,references_provided,full_name,days_since_application,experience_level,gpa_category
APP_0103B,Robert,Williams,robert904@email.com,(686) 315-6758,Tech Institute,Biology,3.42,2022.0,,Data Science Intern,0.0,"Tableau, Data Analysis, R, Machine Learning, JavaScript, Java, Project Management",Accepted,25093.0,Immediate,True,True,5,Robert Williams,,No Experience,3.0-3.4
APP-0104,James,Davis,james.davis@email.com,(506) 783-5989,State University,Engineering,3.01,2023.0,,Research Assistant,0.0,"Java, Excel, Python, JavaScript, Tableau, R",Rejected,26805.0,Immediate,True,False,5,James Davis,,No Experience,3.0-3.4
APP0105A,John,Johnson,johnson.john@email.com,(721) 634-8373,Public University,Mathematics,3.37,2024.0,,Ux Design Intern,1.0,"Communication, Java, SQL, Machine Learning, Excel, JavaScript, PowerPoint, Python",Under Review,35088.0,Immediate,True,False,0,John Johnson,,Beginner (0-2 years),3.0-3.4
APP_0106,Laura,Martinez,laura818@email.com,+1 (262) 844-8752,Tech Institute,Marketing,2.81,2025.0,,Business Analyst Intern,1.0,"Project Management, PowerPoint, R",Under Review,20051.0,2-4 Weeks,False,False,5,Laura Martinez,,Beginner (0-2 years),2.0-2.9
APP_0107A,Christopher,Martinez,christopher.martinez@email.com,(685) 468-3378,Public University,Mathematics,3.31,2022.0,2024-01-11,Ux Design Intern,0.0,"R, Excel, Project Management, Java, Data Analysis",Accepted,25265.0,Unknown,False,True,0,Christopher Martinez,642.0,No Experience,3.0-3.4
APP0108,Sarah,Rodriguez,sarah291@email.com,(813) 853-2995,Public University,Economics,2.91,2022.0,,Marketing Intern,0.0,"Excel, Python",Under Review,20847.0,2-4 Weeks,False,True,3,Sarah Rodriguez,,No Experience,2.0-2.9
APP0109,Daniel,Lopez,daniel746@email.com,(600) 788-1060,Tech Institute,Economics,3.61,2022.0,,Marketing Intern,0.0,"R, Machine Learning",Rejected,24793.0,Immediate,False,False,2,Daniel Lopez,,No Experience,3.5-4.0
APP0109,Daniel,Unknown,,,Unknown,Unknown,3.61,2024.0,,Unknown,0.0,,Unknown,24793.0,Unknown,False,False,0,Daniel Unknown,,No Experience,3.5-4.0
APP-0111,James,Johnson,jjohnson@email.com,(480) 344-7801,Private College,Economics,0.55,2023.0,,Ux Design Intern,1.0,"Communication, SQL, JavaScript, Project Management, Excel, PowerPoint, Data Analysis, R",Under Review,15149.0,Unknown,False,True,4,James Johnson,,Beginner (0-2 years),Below 2.0
APP0112B,Jessica,Davis,jessica.davis@email.com,+1 (255) 860-6966,State University,Mathematics,3.81,2023.0,,Software Developer Intern,1.0,"Tableau, JavaScript, R, Project Management, Java, SQL",Accepted,28139.0,Immediate,False,True,3,Jessica Davis,,Beginner (0-2 years),3.5-4.0
APP0113,Elizabeth,Williams,ewilliams@email.com,+1 (669) 628-3804,Liberal Arts College,Data Science,3.2,2025.0,,Software Developer Intern,0.0,Communication,Rejected,16449.0,Immediate,False,False,4,Elizabeth Williams,,No Experience,3.0-3.4
APP0114,Robert,Davis,rdavis@email.com,(423) 335-6872,State University,Engineering,3.0,2026.0,,Business Analyst Intern,0.0,"Tableau, R",Accepted,39109.0,Immediate,False,True,0,Robert Davis,,No Experience,3.0-3.4
APP0115,Elizabeth,Davis,elizabeth.davis@email.com,+1 (955) 970-4437,International University,Economics,3.27,2024.0,2024-05-14,Marketing Intern,3.0,"Data Analysis, R, Java, JavaScript, PowerPoint, Python, Tableau, Machine Learning",Rejected,35554.0,Immediate,False,False,4,Elizabeth Davis,518.0,Intermediate (2-5 years),3.0-3.4
APP0116,Elizabeth,Miller,elizabeth.miller@email.com,(697) 807-9686,International University,Economics,3.44,2026.0,2024-03-14,Software Developer Intern,1.0,"Communication, Machine Learning, Excel",Under Review,28139.0,Immediate,False,False,2,Elizabeth Miller,579.0,Beginner (0-2 years),3.0-3.4
,Christopher,Unknown,christopher152@email.com,,Liberal Arts College,Unknown,3.31,2024.0,,Marketing Intern,0.0,,Unknown,28139.0,Unknown,False,False,2,Christopher Unknown,,No Experience,3.0-3.4
APP-0118,Elizabeth,Miller,elizabeth.miller@email.com,(495) 367-7944,Community College,Mathematics,3.88,2022.0,,Marketing Intern,1.0,Communication; Data Analysis; SQL; JavaScript; Project Management; Tableau; Machine Learning; PowerPoint,Accepted,24835.0,2-4 Weeks,False,False,2,Elizabeth Miller,,Beginner (0-2 years),3.5-4.0
APP_0119A,Laura,Anderson,anderson.laura@email.com,(963) 570-8872,Online University,Psychology,3.55,2022.0,,Business Analyst Intern,0.0,"Machine Learning, JavaScript",Under Review,37460.0,Immediate,True,True,2,Laura Anderson,,No Experience,3.5-4.0
APP0120,David,Rodriguez,drodriguez@email.com,(319) 334-1284,Public University,Psychology,2.96,2022.0,2024-03-18,Data Science Intern,0.0,"Excel, SQL, JavaScript, Project Management",Under Review,28139.0,2 Weeks,False,True,4,David Rodriguez,575.0,No Experience,2.0-2.9
APP0121,Sarah,Anderson,sarah.anderson@email.com,+1 (229) 292-3384,Community College,Communications,2.87,2025.0,,Marketing Intern,4.0,Communication,Rejected,26626.0,Immediate,False,True,1,Sarah Anderson,,Intermediate (2-5 years),2.0-2.9
APP_0122,James,Johnson,james370@email.com,(903) 654-4700,Tech Institute,Psychology,3.49,2025.0,,Software Developer Intern,4.0,"SQL, Tableau",Accepted,19022.0,3 Months,False,False,2,James Johnson,,Intermediate (2-5 years),3.0-3.4
APP-0123B,Robert,Garcia,robert497@email.com,(709) 436-3205,Tech Institute,Mathematics,3.21,2024.0,,Research Assistant,0.0,Python,Submitted,28139.0,Unknown,False,False,3,Robert Garcia,,No Experience,3.0-3.4
APP_0124A,Amanda,Lopez,lopez.amanda@email.com,(718) 257-7412,State University,Communications,3.31,2025.0,,Ux Design Intern,3.0,Project Management,Pending,16224.0,2-4 Weeks,True,True,3,Amanda Lopez,,Intermediate (2-5 years),3.0-3.4
APP_0125,Laura,Martinez,laura.martinez@email.com,(572) 646-4305,Community College,Communications,3.59,2023.0,2024-02-27,Business Analyst Intern,0.0,"Tableau, JavaScript, R, Java, Excel, PowerPoint, SQL, Project Management",Rejected,468748.0,Unknown,True,False,1,Laura Martinez,595.0,No Experience,3.5-4.0
APP-0126,Matthew,Anderson,anderson.matthew@email.com,(261) 734-4287,International University,Communications,3.12,2022.0,,Ux Design Intern,0.0,"MACHINE LEARNING, TABLEAU, PROJECT MANAGEMENT, PYTHON, JAVASCRIPT, JAVA, SQL, DATA ANALYSIS",Accepted,25286.0,Flexible,False,True,5,Matthew Anderson,,No Experience,3.0-3.4
APP-0127,Robert,Wilson,robert.wilson@email.com,(708) 292-4900,Community College,Marketing,3.61,2024.0,,Ux Design Intern,2.0,Project Management; JavaScript; Excel; SQL; R; Communication; PowerPoint; Machine Learning,Submitted,33111.0,Immediate,False,False,2,Robert Wilson,,Beginner (0-2 years),3.5-4.0
APP0129B,Emily,Hernandez,hernandez.emily@email.com,(586) 784-4677,Tech Institute,Communications,3.09,2024.0,,Business Analyst Intern,4.0,"Communication, JavaScript, Project Management, Excel",Pending,19782.0,Immediate,True,False,4,Emily Hernandez,,Intermediate (2-5 years),3.0-3.4
APP_0130A,Elizabeth,Martinez,elizabeth137@email.com,(253) 540-4847,State University,Biology,3.55,2024.0,,Ux Design Intern,0.0,"Excel, SQL, Machine Learning",Rejected,31358.0,Flexible,False,True,2,Elizabeth Martinez,,No Experience,3.5-4.0
APP-0131B,James,Miller,jmiller@email.com,(681) 466-3679,State University,Mathematics,4.0,2022.0,2024-05-06,Research Assistant,0.0,"SQL, Communication, Machine Learning, Excel, JavaScript",Accepted,15850.0,Flexible,False,True,4,James Miller,526.0,No Experience,3.5-4.0
APP0132B,David,Smith,david465@email.com,(530) 256-2158,Private College,Engineering,3.32,2025.0,,Research Assistant,3.0,"Communication, Excel, Data Analysis, SQL, R, PowerPoint, Python",Under Review,21106.0,Immediate,True,True,4,David Smith,,Intermediate (2-5 years),3.0-3.4
APP_0133,Jessica,Hernandez,jessica.hernandez@email.com,(689) 507-3434,Private College,Communications,2.84,2025.0,,Marketing Intern,0.0,"SQL, Communication, Tableau, Python, Java, JavaScript, R, Project Management",Rejected,23497.0,2 Weeks,True,True,0,Jessica Hernandez,,No Experience,2.0-2.9
APP_0134,John,Williams,williams.john@email.com,(831) 569-7471,Private College,Mathematics,3.65,2022.0,,Ux Design Intern,1.0,"PowerPoint, Communication, Python, Project Management, JavaScript, Java, SQL, Excel",Under Review,33163.0,Flexible,False,False,3,John Williams,,Beginner (0-2 years),3.5-4.0
APP-0135,Jessica,Lopez,jessica.lopez@email.com,(837) 861-6681,Online University,Economics,3.73,2023.0,,Research Assistant,0.0,"SQL, Data Analysis, JavaScript, Excel, Java, R, Project Management, PowerPoint",Accepted,23546.0,Immediate,False,False,4,Jessica Lopez,,No Experience,3.5-4.0
APP0136,James,Miller,james499@email.com,(923) 251-8173,Tech Institute,Business Administration,3.66,2024.0,,Software Developer Intern,2.0,"Communication, Java, SQL, R, Machine Learning, Tableau, Project Management, Python",Accepted,27203.0,Immediate,False,False,1,James Miller,,Beginner (0-2 years),3.5-4.0
APP0137,Jessica,Williams,jessica470@email.com,(988) 210-9476,State University,Mathematics,3.06,2022.0,,Business Analyst Intern,3.0,"R, Python, Excel, Machine Learning, SQL, Communication",Under Review,21464.0,Flexible,True,True,2,Jessica Williams,,Intermediate (2-5 years),3.0-3.4
APP_0138A,Amanda,Brown,abrown@email.com,+1 (943) 632-9278,Tech Institute,Computer Science,3.31,2023.0,,Marketing Intern,1.0,"Communication, Tableau, Machine Learning",Rejected,17037.0,Immediate,False,False,3,Amanda Brown,,Beginner (0-2 years),3.0-3.4
APP0139B,Robert,Martinez,martinez.robert@email.com,(905) 701-7830,Online University,Biology,2.71,2024.0,,Marketing Intern,2.0,"Excel, PowerPoint, Python, SQL, Machine Learning",Accepted,28139.0,Unknown,True,False,0,Robert Martinez,,Beginner (0-2 years),2.0-2.9
APP_0140,Amanda,Martinez,amartinez@email.com,(839) 880-7711,Public University,Engineering,3.65,2022.0,,Ux Design Intern,1.0,Various technical skills,Rejected,38121.0,2-4 Weeks,True,True,2,Amanda Martinez,,Beginner (0-2 years),3.5-4.0
APP_0141,Laura,Wilson,laura25@email.com,(492) 347-3992,Online University,Marketing,3.31,2022.0,,Business Analyst Intern,1.0,"Python, JavaScript",Under Review,17144.0,2-4 Weeks,False,False,1,Laura Wilson,,Beginner (0-2 years),3.0-3.4
APP0142B,Unknown,Unknown,,,Unknown,Unknown,3.31,2024.0,,Unknown,0.0,,Accepted,28139.0,Unknown,False,False,0,Unknown Unknown,,No Experience,3.0-3.4
APP0143B,James,Brown,jbrown@email.com,(687) 204-1156,State University,Economics,3.37,2023.0,,Data Science Intern,0.0,Java,Under Review,38521.0,3 Months,False,True,0,James Brown,,No Experience,3.0-3.4
APP_0144,Christopher,Smith,christopher891@email.com,+1 (963) 266-3087,International University,Computer Science,3.37,2026.0,2024-06-13,Software Developer Intern,0.0,"Project Management, Machine Learning",Under Review,25967.0,2 Weeks,True,False,1,Christopher Smith,488.0,No Experience,3.0-3.4
APP-0145,Michael,Anderson,michael.anderson@email.com,(456) 453-2766,Tech Institute,Business Administration,2.96,2025.0,,Business Analyst Intern,0.0,"Python, PowerPoint, Communication",Under Review,34646.0,Immediate,False,False,3,Michael Anderson,,No Experience,2.0-2.9
APP-0146,James,Hernandez,jhernandez@email.com,(786) 329-9337,International University,Psychology,4.0,2024.0,,Business Analyst Intern,0.0,Machine Learning,Under Review,21594.0,2 Weeks,False,False,3,James Hernandez,,No Experience,3.5-4.0
APP-0147,James,Wilson,james429@email.com,(838) 418-4916,Private College,Computer Science,2.55,2025.0,,Software Developer Intern,1.0,"Python, Communication, JavaScript, Data Analysis, Excel, Java",Submitted,37198.0,1 Month,False,False,0,James Wilson,,Beginner (0-2 years),2.0-2.9
APP_0148A,Amanda,Davis,davis.amanda@email.com,(347) 333-4107,International University,Computer Science,3.11,2025.0,,Business Analyst Intern,0.0,"PowerPoint, Project Management",Rejected,37757.0,2-4 Weeks,False,True,4,Amanda Davis,,No Experience,3.0-3.4
APP_0149,Christopher,Brown,christopher224@email.com,(763) 286-3200,Private College,Psychology,3.74,2023.0,,Business Analyst Intern,1.0,"Java, Excel, Machine Learning, Data Analysis, Communication, Tableau",Accepted,37398.0,Flexible,False,True,1,Christopher Brown,,Beginner (0-2 years),3.5-4.0
APP-0150B,John,Gonzalez,gonzalez.john@email.com,(685) 439-9451,Online University,Biology,3.01,2023.0,2024-04-25,Ux Design Intern,1.0,PowerPoint,Rejected,16055.0,1 Month,True,True,5,John Gonzalez,537.0,Beginner (0-2 years),3.0-3.4
APP-0151,Robert,Brown,robert.brown@email.com,(854) 511-2527,International University,Computer Science,3.57,2025.0,,Software Developer Intern,0.0,"Machine Learning, Tableau, PowerPoint",Accepted,21651.0,Unknown,True,False,0,Robert Brown,,No Experience,3.5-4.0
APP0152,Michael,Wilson,wilson.michael@email.com,(600) 827-3869,Public University,Communications,3.32,2022.0,2024-06-27,Data Science Intern,1.0,"Project Management, Java, JavaScript, PowerPoint, Tableau",Under Review,16462.0,2-4 Weeks,True,False,5,Michael Wilson,474.0,Beginner (0-2 years),3.0-3.4
APP-0153,Robert,Garcia,robert11@email.com,(930) 648-3297,State University,Business Administration,3.04,2025.0,,Ux Design Intern,1.0,"SQL, JavaScript, Python, Machine Learning, Project Management, PowerPoint",Under Review,15152.0,Immediate,False,False,2,Robert Garcia,,Beginner (0-2 years),3.0-3.4
APP0154A,Michael,Smith,michael.smith@email.com,(245) 625-9396,Community College,Engineering,2.49,2023.0,,Data Science Intern,2.0,"Project Management, Data Analysis, R, Python, Java",Rejected,35672.0,Immediate,True,False,5,Michael Smith,,Beginner (0-2 years),2.0-2.9
APP-0155B,Laura,Johnson,ljohnson@email.com,(213) 438-1347,Private College,Communications,3.37,2022.0,,Ux Design Intern,10.0,Project Management; Excel; Python; JavaScript; R; SQL; Java,Accepted,29495.0,Immediate,False,True,1,Laura Johnson,,Experienced (5+ years),3.0-3.4
APP0156A,Christopher,Williams,cwilliams@email.com,+1 (450) 634-3890,Public University,Biology,3.12,2025.0,,Marketing Intern,0.0,"Python, Tableau, Project Management, Java, Excel, PowerPoint, Data Analysis, Machine Learning",Accepted,28139.0,1 Month,False,False,1,Christopher Williams,,No Experience,3.0-3.4
APP0157,Elizabeth,Davis,elizabeth761@email.com,+1 (779) 366-4182,State University,Data Science,2.63,2025.0,,Data Science Intern,0.0,Various technical skills,Under Review,31991.0,3 Months,False,False,3,Elizabeth Davis,,No Experience,2.0-2.9
APP_0158B,Robert,Martinez,robert.martinez@email.com,(552) 346-5407,Private College,Biology,3.31,2025.0,,Business Analyst Intern,4.0,"Data Analysis, JavaScript, SQL, Project Management, Python, R, Java, Tableau",Rejected,28139.0,2 Weeks,True,True,0,Robert Martinez,,Intermediate (2-5 years),3.0-3.4
APP_0159,Jessica,Davis,jessica.davis@email.com,(697) 684-6521,Online University,Biology,3.5,2022.0,,Research Assistant,0.0,"Communication, SQL, Python, Java, Excel, R, Machine Learning",Submitted,15544.0,Immediate,False,True,5,Jessica Davis,,No Experience,3.5-4.0
APP-0161,James,Miller,miller.james@email.com,(314) 291-6574,State University,Data Science,3.17,2026.0,,Software Developer Intern,0.0,"Java, Tableau, Python, Machine Learning",Accepted,38034.0,Immediate,True,True,4,James Miller,,No Experience,3.0-3.4
APP-0162,Matthew,Wilson,matthew507@email.com,(950) 430-1861,Public University,Biology,3.17,2022.0,,Software Developer Intern,1.0,"R, Data Analysis, Python",Accepted,39522.0,3 Months,True,False,4,Matthew Wilson,,Beginner (0-2 years),3.0-3.4
APP0163A,Robert,Miller,miller.robert@email.com,(807) 644-3434,Liberal Arts College,Business Administration,3.68,2024.0,,Business Analyst Intern,0.0,"Java, PowerPoint",Under Review,36122.0,Immediate,True,False,0,Robert Miller,,No Experience,3.5-4.0
APP_0164,Emily,Miller,miller.emily@email.com,(751) 930-3033,Liberal Arts College,Business Administration,3.81,2023.0,2024-01-09,Business Analyst Intern,4.0,"Project Management, Python, JavaScript, Excel, Communication, Machine Learning, SQL",Under Review,36712.0,Immediate,True,False,1,Emily Miller,644.0,Intermediate (2-5 years),3.5-4.0
APP_0165A,David,Martinez,martinez.david@email.com,(609) 667-2364,International University,Data Science,3.31,2022.0,,Research Assistant,2.0,Data Analysis,Under Review,22397.0,Flexible,True,False,1,David Martinez,,Beginner (0-2 years),3.0-3.4
APP_0166,Sarah,Williams,williams.sarah@email.com,(385) 553-9711,Liberal Arts College,Marketing,2.84,2022.0,,Software Developer Intern,1.0,"PowerPoint, R, Communication",Under Review,17953.0,2 Weeks,False,False,0,Sarah Williams,,Beginner (0-2 years),2.0-2.9
APP0167,Michael,Lopez,lopez.michael@email.com,(339) 691-9156,Community College,Mathematics,2.77,2024.0,,Marketing Intern,0.0,"SQL, Java, R, Communication",Under Review,18862.0,Flexible,False,True,2,Michael Lopez,,No Experience,2.0-2.9
APP0168,Robert,Brown,robert.brown@email.com,(206) 830-8542,Community College,Engineering,2.37,2022.0,2024-05-04,Marketing Intern,0.0,"R, Tableau, SQL, Machine Learning, Excel",Submitted,21211.0,Flexible,False,False,3,Robert Brown,528.0,No Experience,2.0-2.9
APP-0169B,Jane,Williams,jane.williams@email.com,(898) 931-3087,Online University,Computer Science,2.6,2023.0,,Software Developer Intern,2.0,"JavaScript, Excel, Java",Under Review,34372.0,1 Month,True,False,3,Jane Williams,,Beginner (0-2 years),2.0-2.9
APP0170B,Christopher,Anderson,christopher.anderson@email.com,+1 (690) 262-9353,Private College,Engineering,4.0,2023.0,,Software Developer Intern,0.0,"Excel, PowerPoint, R",Under Review,22807.0,Flexible,True,False,0,Christopher Anderson,,No Experience,3.5-4.0
APP0171A,Sarah,Smith,ssmith@email.com,(508) 942-8769,Online University,Business Administration,3.21,2025.0,,Ux Design Intern,10.0,"Communication, SQL, Excel, Python, Machine Learning",Rejected,27587.0,Unknown,False,True,2,Sarah Smith,,Experienced (5+ years),3.0-3.4
APP0172A,John,Williams,williams.john@email.com,(503) 925-5399,International University,Computer Science,4.0,2026.0,,Data Science Intern,0.0,"R, Java, Machine Learning, Excel, SQL, JavaScript",Accepted,15512.0,Unknown,True,False,5,John Williams,,No Experience,3.5-4.0
APP-0173,Matthew,Wilson,mwilson@email.com,(844) 970-7479,Liberal Arts College,Engineering,2.0,2022.0,,Ux Design Intern,0.0,"SQL, Java",Submitted,28139.0,Immediate,False,False,0,Matthew Wilson,,No Experience,2.0-2.9
APP_0174A,John,Gonzalez,john754@email.com,(342) 691-8279,State University,Mathematics,3.31,2023.0,,Marketing Intern,0.0,"Project Management, Excel, JavaScript, Tableau, Java, Data Analysis",Under Review,16420.0,1 Month,False,True,2,John Gonzalez,,No Experience,3.0-3.4
