applicant_id,first_name,last_name,email,phone_number,university,major,gpa,graduation_year,application_date,position_applied,years_of_experience,skills,application_status,salary_expectation,availability,resume_submitted,cover_letter,references_provided
APP0120,David,Rodriguez,drodriguez@email.com,319.334.1284,Public University,Psychology,2.96,2022.0,2024-03-18,Data Science Intern,0.0,"Excel, SQL, JavaScript, Project Management",review,,2 weeks,0,True,4.0
APP0121,Sarah,anderson,sarah.anderson@email.com,+12292923384,Community College,Communications,2.87,2025.0,05/15/2024,Marketing Intern,4.0,Communication,Rejected,26626, ASAP,False,True,1.0
APP_0122,James,Johnson,james370@email.com,903.654.4700,Tech Institute,Psychology,3.49,2025.0,"Jun 21, 2024",software developer intern,4.0,"SQL, Tableau",Accepted,19022,3 months,0,no,2.0
APP-0123B,Robert,Garcia,robert497@email.com,709-436-3205,Tech Institute,Mathematics,3.21,2024.0,04/29/2024,Research Assistant,0.0,Python,Submitted,,Unknown,0,No,3.0
APP_0124A,Amanda,Lopez,lopez.amanda@email.com,(718) 257-7412,State University,Communications,,2025.0,09-06-2024,ux design intern,3.0,Project Management,Pending,16224,2-4 weeks ,1,True,3.0
APP_0125,LAURA,Martinez,laura.martinez@email.com,572.646.4305,Community College ,Communications,3.59,2023.0,2024-02-27,Business Analyst Intern,0.0,"Tableau, JavaScript, R, Java, Excel, PowerPoint, SQL, Project Management", rejected ,468748,Unknown,1,no,1.0
APP-0126,Matthew,Anderson,anderson.matthew@email.com,(261) 734-4287,International University,Communications,3.12,2022.0,Pending,UX Design Intern,0.0,"MACHINE LEARNING, TABLEAU, PROJECT MANAGEMENT, PYTHON, JAVASCRIPT, JAVA, SQL, DATA ANALYSIS",ACCEPTED,25286,Flexible,No,YES,5.0
APP-0127,Robert,Wilson,robert.wilson@email.com,708-292-4900,Community College,Marketing,3.61,2024.0,"Jan 15, 2024",UX Design Intern,2.0,Project Management; JavaScript; Excel; SQL; R; Communication; PowerPoint; Machine Learning,Submitted,33111, ASAP,0,False,2.0
APP-0127,Robert,Wilson,robert.wilson@email.com,708-292-4900,Community College,Marketing,3.61,2024.0,"Jan 15, 2024",UX Design Intern,2.0,Project Management; JavaScript; Excel; SQL; R; Communication; PowerPoint; Machine Learning,Submitted,33111, ASAP,0,False,2.0
APP0129B,Emily,Hernandez,hernandez.emily@email.com,(586) 784-4677,Tech Institute,Communications,3.09,2024.0,"May 14, 2024",Business Analyst Intern,4.0,"Communication, JavaScript, Project Management, Excel",Pending,19782,Immediate,Yes,No,4.0
APP_0130A,Elizabeth ,Martinez,elizabeth 137@email.com,253.540.4847,STATE UNIVERSITY,Biology,3.55,2024.0,11-04-2024,UX Design Intern,,"Excel, SQL, Machine Learning",Rejected,31358,Flexible,No,YES,2.0
APP-0131B,James,Miller,jmiller@email.com,681.466.3679,State University,Mathematics,4.0,2022.0,2024-05-06,Research Assistant,0.0,"SQL, Communication, Machine Learning, Excel, JavaScript",Accepted,15850,Flexible,No,YES,4.0
APP0132B,DAVID,Smith,DAVID465@EMAIL.COM,530.256.2158,Private College,Engineering,3.32,2025.0,13-04-2024,Research Assistant,3.0,"Communication, Excel, Data Analysis, SQL, R, PowerPoint, Python",review,21106, ASAP,True,Yes,4.0
APP_0133,Jessica,Hernandez,jessica.hernandez@email.com,(689) 507-3434,Private College,Communications,2.84,2025.0,31-03-2024,Marketing Intern,,"SQL, Communication, Tableau, Python, Java, JavaScript, R, Project Management",Rejected,23497,2 weeks,1,Yes,0.0
APP_0134,John,Williams,williams.john@email.com,(831) 569-7471,Private College,Mathematics,3.65,2022.0,"Mar 18, 2024",UX Design Intern,1.0,"PowerPoint, Communication, Python, Project Management, JavaScript, Java, SQL, Excel",review,33163,Flexible,No,no,3.0
APP-0135,JESSICA,lopez,jessica.lopez@email.com,837-861-6681,Online University,Economics,3.73,2023.0,"Mar 16, 2024",Research Assistant,0.0,"SQL, Data Analysis, JavaScript, Excel, Java, R, Project Management, PowerPoint",Accepted,23546,immediate,False,,4.0
APP0136,James,Miller,james499@email.com,923.251.8173,Tech Institute ,Business Administration,3.66,2024.0,01/31/2024,Software Developer Intern,2.0,"Communication, Java, SQL, R, Machine Learning, Tableau, Project Management, Python",ACCEPTED,27203, ASAP,0,False,1.0
APP0137,Jessica,Williams,jessica470@email.com,(988) 210-9476,State University,Mathematics,3.06,2022.0,"Apr 17, 2024",Business Analyst Intern,3.0,"R, Python, Excel, Machine Learning, SQL, Communication",In Process,21464,Flexible,True,True,2.0
APP_0138A,AMANDA,Brown,abrown at email.com,+19436329278,Tech Institute,Computer Science,3.31,2023.0,03/01/2024,Marketing Intern,1.0,"Communication, Tableau, Machine Learning",Rejected,17037, ASAP,No,No,3.0
APP0139B,Robert,Martinez,martinez.robert@email.com,(905) 701-7830,Online University,Biology,2.71,2024.0,04-04-2024,Marketing Intern,2.0,"Excel, PowerPoint, Python, SQL, Machine Learning",ACCEPTED,,Unknown,True,,0.0
APP_0140,Amanda,Martinez,amartinez@email.com,839.880.7711,Public University,Engineering,3.65,2022.0,26-05-2024,UX Design Intern,1.0,Various technical skills,Rejected,38121,2-4 weeks ,1,True,2.0
APP_0141,Laura,Wilson,laura25@email.com,492-347-3992,Online University,Marketing,,2022.0,03/22/2024,Business Analyst Intern,1.0,"Python, JavaScript",Under Review,17144,2-4 weeks ,No,False,1.0
APP0142B,,,,,,,,,,,,,Accepted,,,0,,
APP0143B,James ,Brown,JBROWN@EMAIL.COM,(687) 204-1156,State University,Economics,3.37,2023.0,"Mar 31, 2024",Data Science Intern,0.0,Java,In Process,38521,3 months,No,YES,0.0
APP_0144,Christopher,Smith,christopher891@email.com,+19632663087,International University,Computer Science,3.37,2026.0,2024-06-13,software developer intern,0.0,"Project Management, Machine Learning",review,25967,2 weeks,True,False,1.0
APP-0145,Michael,Anderson,michael.anderson at email.com,456-453-2766,Tech Institute,Business Administration,2.96,2025.0,"Jan 09, 2024",business analyst intern,,"Python, PowerPoint, Communication",review,34646,Immediate,No,no,3.0
APP-0146,James,Hernandez,JHERNANDEZ@EMAIL.COM,786-329-9337,International University,Psychology,4.0,2024.0,05/18/2024,Business Analyst Intern,0.0,Machine Learning,review,21594,2 weeks,False,False,3.0
APP-0147,James,Wilson,james429@email.com,838.418.4916,Private College,Computer Science,2.55,2025.0,19-01-2023,Software Developer Intern,1.0,"Python, Communication, JavaScript, Data Analysis, Excel, Java",Submitted,37198,1 month,0,,0.0
APP_0148A,Amanda,Davis,davis.amanda@email.com,(347) 333-4107,International University,Computer Science,3.11,2025.0,03/12/2024,Business Analyst Intern,0.0,"PowerPoint, Project Management", rejected ,37757,2-4 weeks ,No,YES,4.0
APP_0149,Christopher,Brown,christopher224@email.com,763-286-3200,Private College,Psychology,3.74,2023.0,22-03-2024,Business Analyst Intern,1.0,"Java, Excel, Machine Learning, Data Analysis, Communication, Tableau",Accepted,37398,Flexible,0,True,1.0
APP-0150B,John,Gonzalez,gonzalez.john@email.com,685.439.9451,Online University,Biology,3.01,2023.0,2024-04-25,UX Design Intern,1.0,PowerPoint, rejected ,16055,1 month,Yes,True,5.0
APP-0151,Robert,brown,robert.brown@email.com,(854) 511-2527,International University,Computer Science,3.57,2025.0,01/03/2024,Software Developer Intern,0.0,"Machine Learning, Tableau, PowerPoint",ACCEPTED,21651,Unknown,Yes,No,0.0
APP0152,Michael,Wilson,wilson.michael@email.com,600.827.3869,Public University,Communications,3.32,2022.0,2024-06-27,Data Science Intern,1.0,"Project Management, Java, JavaScript, PowerPoint, Tableau",In Process,16462,2-4 weeks ,True,False,5.0
APP-0153,Robert,Garcia,robert11@email.com,930.648.3297,State University,Business Administration,3.04,2025.0,04/10/2024,UX Design Intern,1.0,"SQL, JavaScript, Python, Machine Learning, Project Management, PowerPoint",Under Review,15152,Immediate,False,No,2.0
APP0154A,Michael,Smith,michael.smith@email.com,245-625-9396,Community College,Engineering,2.49,2023.0,16-06-2023,Data Science Intern,2.0,"Project Management, Data Analysis, R, Python, Java",Rejected,35672, ASAP,Yes,No,5.0
APP-0155B,Laura,Johnson,ljohnson@email.com,(213) 438-1347,Private College ,Communications,3.37,2022.0,23-04-2024,UX Design Intern,45.0,Project Management; Excel; Python; JavaScript; R; SQL; Java,Accepted,29495,Immediate,No,Yes,1.0
APP0156A,CHRISTOPHER,Williams,cwilliams@email.com,+14506343890,Public University,Biology,3.12,2025.0,"Apr 30, 2024",Marketing Intern,0.0,"Python, Tableau, Project Management, Java, Excel, PowerPoint, Data Analysis, Machine Learning",ACCEPTED,,1 month,False,No,1.0
APP0157,Elizabeth,Davis,elizabeth761@email.com,+17793664182,State University,Data Science,2.63,2025.0,09-01-2024,Data Science Intern,0.0,Various technical skills,review,31991,3 months,False,,3.0
APP_0158B,Robert,Martinez,robert.martinez@email.com,(552) 346-5407,Private College,Biology,,2025.0,04/05/2024,Business Analyst Intern,4.0,"Data Analysis, JavaScript, SQL, Project Management, Python, R, Java, Tableau",Rejected,,2 weeks,True,YES,0.0
APP_0159,Jessica ,Davis,jessica .davis@email.com,697.684.6521,Online University,Biology,3.5,2022.0,15-01-2024,Research Assistant,,"Communication, SQL, Python, Java, Excel, R, Machine Learning",Submitted,15544,immediate,0,YES,5.0
APP_0159,Jessica ,Davis,jessica .davis@email.com,697.684.6521,Online University,Biology,3.5,2022.0,15-01-2024,Research Assistant,,"Communication, SQL, Python, Java, Excel, R, Machine Learning",Submitted,15544,immediate,0,YES,5.0
APP-0161,James,Miller,miller.james@email.com,314-291-6574,State University,Data Science,3.17,2026.0,18-04-2024,Software Developer Intern,0.0,"Java, Tableau, Python, Machine Learning",ACCEPTED,38034,Immediate,Yes,YES,4.0
APP-0162,Matthew,Wilson,matthew507@email.com,950-430-1861,Public University,Biology,3.17,2022.0,13-03-2024,Software Developer Intern,1.0,"R, Data Analysis, Python",ACCEPTED,39522,3 months,Yes,False,4.0
APP0163A,Robert,Miller,miller.robert@email.com,807-644-3434,Liberal Arts College,Business Administration,3.68,2024.0,"Jun 15, 2024",Business Analyst Intern,0.0,"Java, PowerPoint",Under Review,36122, ASAP,1,No,0.0
APP_0164,Emily,miller,miller.emily@email.com,(751) 930-3033,Liberal Arts College,Business Administration,3.81,2023.0,2024-01-09,Business Analyst Intern,4.0,"Project Management, Python, JavaScript, Excel, Communication, Machine Learning, SQL",In Process,36712,Immediate,True,No,1.0
APP_0165A,David,Martinez,martinez.david@email.com,609-667-2364,International University,Data Science,,2022.0,05/24/2024,research assistant,2.0,Data Analysis,Under Review,22397,Flexible,True,no,1.0
APP_0166,Sarah,Williams,williams.sarah@email.com,385.553.9711,Liberal Arts College,Marketing,2.84,2022.0,12-06-2024,Software Developer Intern,1.0,"PowerPoint, R, Communication",Under Review,17953,2 weeks,0,No,0.0
APP0167,Michael,Lopez,lopez.michael@email.com,(339) 691-9156,Community College,Mathematics,2.77,2024.0,"Jan 11, 2024",Marketing Intern,0.0,"SQL, Java, R, Communication",In Process,18862,Flexible,No,YES,2.0
APP0168,Robert,Brown,robert.brown@email.com,206-830-8542,Community College,Engineering,2.37,2022.0,2024-05-04,Marketing Intern,0.0,"R, Tableau, SQL, Machine Learning, Excel",Submitted,21211,Flexible,False,no,3.0
APP-0169B,Jane,Williams,jane.williams@email.com,(898) 931-3087,Online University,Computer Science,2.6,2023.0,15-03-2024,Software Developer Intern,2.0,"JavaScript, Excel, Java",Under Review,34372,1 month,True,No,3.0
APP0170B,Christopher,anderson,christopher.anderson@email.com,+16902629353,Private College,Engineering,4.0,2023.0,14-01-2024,Software Developer Intern,0.0,"Excel, PowerPoint, R",In Process,22807,Flexible,1,no,0.0
APP0171A,Sarah,Smith,ssmith@email.com,508-942-8769,Online University,Business Administration,3.21,2025.0,"Jan 18, 2024",UX Design Intern,39.0,"Communication, SQL, Excel, Python, Machine Learning", rejected ,27587,Unknown,No,True,2.0
APP0172A,John ,Williams,williams.john @email.com,503-925-5399,International University,Computer Science,4.0,2026.0,Pending,Data Science Intern,0.0,"R, Java, Machine Learning, Excel, SQL, JavaScript",Accepted,15512,Unknown,True,False,5.0
APP-0173,Matthew,Wilson,mwilson@email.com,(844) 970-7479,Liberal Arts College,Engineering,2.0,2022.0,06-01-2024,UX Design Intern,0.0,"SQL, Java",Submitted,Negotiable,Immediate,False,No,0.0
APP_0174A,John,Gonzalez,john754@email.com,(342) 691-8279,State University,Mathematics,,2023.0,04/16/2023,Marketing Intern,0.0,"Project Management, Excel, JavaScript, Tableau, Java, Data Analysis",In Process,16420,1 month,No,True,2.0
APP-0175A,Michelle,Williams,michelle294@email.com,527.351.7399,Tech Institute,Marketing,2.89,2023.0,03/23/2024,Software Developer Intern,0.0,"Data Analysis, Project Management, R, SQL, JavaScript, PowerPoint, Tableau",review,22187,2 weeks,Yes,Yes,1.0
APP0176B,Laura,williams,lwilliams@email.com,912.920.3344,State University,Business Administration,3.92,2025.0,06/01/2023,Data Science Intern,0.0,Various technical skills,Submitted,27988, ASAP,1,False,2.0
APP-0177B,Jessica,Miller,jmiller@email.com,520.868.7637,Community College,Psychology,3.83,2024.0,2024-03-26,Data Science Intern,0.0,Excel,Submitted,25308,2 weeks,True,YES,2.0
APP_0178A,James,Gonzalez,james.gonzalez@email.com,993-353-1388,Tech Institute,Data Science,3.32,2023.0,06/16/2024,Research Assistant,2.0,"PowerPoint, SQL, R, Excel, Data Analysis, Machine Learning",Under Review,18191,Immediate,Yes,True,0.0
APP_0179,Daniel,Garcia,daniel591@email.com,(927) 990-8548,Liberal Arts College,Communications,4.0,2025.0,2024-04-05,business analyst intern,1.0,Data Analysis,Under Review,17391,3 months,No,False,0.0
,,,daniel.hernandez@email.com,,,Communications,,,"Jun 02, 2024",,,,,23501,,,,
APP_0180,Daniel,Hernandez,daniel.hernandez2@email.com,(986) 643-4268,Public University,Communications,0.86,2022.0,"Jun 02, 2024",Research Assistant,0.0,"Python, JavaScript, Communication, Tableau",ACCEPTED,23501,1 month,True,no,2.0
APP-0182,Laura,Hernandez,hernandez.laura@email.com,+17668093664,International University,Business Administration,3.06,2025.0,2024-01-27,Software Developer Intern,1.0,"Project Management, PowerPoint",ACCEPTED,19077,immediate,No,,5.0
APP-0183,John,Garcia,john675@email.com,+12152263512,Private College,Computer Science,3.35,2022.0,"May 27, 2024",UX Design Intern,0.0,"Machine Learning, SQL, Tableau, JavaScript, Java, R", rejected ,15840, ASAP,0,,4.0
APP-0183,John,Garcia,john675@email.com,+12152263512,Private College,Computer Science,3.35,2022.0,"May 27, 2024",UX Design Intern,0.0,"Machine Learning, SQL, Tableau, JavaScript, Java, R", rejected ,15840, ASAP,0,,4.0
APP-0185,Sarah,Garcia,sarah.garcia@email.com,748-223-9486,Liberal Arts College,Engineering,,2026.0,05/03/2024,Software Developer Intern,0.0,"Tableau, Machine Learning, Communication, JavaScript, Excel, Java, Data Analysis, SQL",ACCEPTED,23902,immediate,True,True,3.0
APP_0186A,Elizabeth,Garcia,elizabeth.garcia@email.com,560-607-1490,Online University,Business_Administration,,2024.0,2024-06-25,Business Analyst Intern,1.0,"Machine Learning, Java, Tableau, Excel",Under Review,29260,immediate,False,No,0.0
APP_0186A,Elizabeth,Garcia,elizabeth.garcia5@email.com,560-607-1490,Online University,Business_Administration,,2024.0,2024-06-25,Business Analyst Intern,1.0,"Machine Learning, Java, Tableau, Excel",Under Review,29260,immediate,False,No,0.0
APP_0188,Sarah,smith,smith.sarah@email.com,322-329-6231,Online University,Business Administration,3.24,2025.0,2024-03-16,Software Developer Intern,4.0,COMMUNICATION; JAVA; PROJECT MANAGEMENT; POWERPOINT,In Process,25268,Flexible,0,No,4.0
APP0189A,Jessica,Anderson,janderson@email.com,(484) 633-3690,International University,Psychology,4.45,2022.0,"Feb 08, 2024",Business Analyst Intern,,"R, Java, Python, Tableau, Machine Learning",review,18639,3 months,True,Yes,4.0
APP0189A,Jessica,Anderson,janderson@email.com,(484) 633-3690,International University,Psychology,4.45,2022.0,"Feb 08, 2024",Business Analyst Intern,,"R, Java, Python, Tableau, Machine Learning",review,18639,3 months,True,Yes,4.0
APP0191,Amanda,Gonzalez,amanda559@email.com,(669) 213-6777,Liberal Arts College ,Communications,3.41,2023.0,20-04-2024,Business Analyst Intern,0.0,"Excel, Project Management",In Process,24052,Flexible,True,True,4.0
APP-0192B,Sarah,Miller,SARAH356@EMAIL.COM,(901) 350-8640,International University,Economics,0.23,2025.0,Pending,Data Science Intern,0.0,"Machine Learning, Project Management, Communication, SQL, Java",Submitted,35874, ASAP,No,Yes,2.0
APP_0193B,Emily,Martinez,emartinez@email.com,647.298.3270,Online University,Biology,3.05,2022.0,Pending,marketing intern,2.0,"Data Analysis, Excel, JavaScript",review,31974,2-4 weeks ,True,Yes,2.0
APP-0194,JAMES,Martinez,james.martinez@email.com,+13477759115,Public University,Business_Administration,3.05,2023.0,2024-06-03,UX Design Intern,36.0,"Tableau, Python, Java, Excel, Communication, JavaScript, Data Analysis, R",review,174284,3 months,1,False,5.0
APP-0195A,Laura,Davis,laura505@email.com,(914) 309-8601,PUBLIC UNIVERSITY,Engineering,3.58,2025.0,27-04-2023,Marketing Intern,1.0,"R, MACHINE LEARNING, TABLEAU, PROJECT MANAGEMENT",Rejected,27908,2 weeks,No,no,4.0
APP-0196A,Matthew,Williams,WILLIAMS.MATTHEW@EMAIL.COM,298-881-2740,Private College,Business Administration,3.16,2025.0,2023-03-05,Business Analyst Intern,1.0,SQL,Accepted,21592,1 month,1,,1.0
APP0197,SARAH ,Brown,brown.sarah @email.com,(548) 389-9653,Tech Institute,Business Administration,3.44,2022.0,2024-02-29,Business Analyst Intern,2.0,"TABLEAU, R, JAVA, SQL, EXCEL",Submitted,23619,Immediate,Yes,no,2.0
APP0198B,Jane,Williams,jane.williams@email.com,+18129572320,Community College,Marketing,3.53,2025.0,Pending,Software Developer Intern,0.0,"Project Management, Communication, Python, Machine Learning, PowerPoint, Data Analysis, JavaScript",Under Review,21345,immediate,True,No,1.0
APP0199,Jessica,Miller,JESSICA.MILLER@EMAIL.COM,278-258-3076,Tech Institute,Mathematics,3.52,2024.0,29-06-2024,UX Design Intern,2.0,"Machine Learning, Excel, JavaScript, Communication, Project Management, SQL",ACCEPTED,32071,3 months,0,True,1.0
APP0200B,David,Smith,david.smith at email.com,707.219.7268,Private College,Computer Science,3.02,2024.0,2024-03-30,Data Science Intern,6.0,"Data Analysis, JavaScript, Python, R, Tableau",Pending,33763,Unknown,False,no,3.0
APP-0201A,DAVID,Anderson,danderson@email.com,(784) 604-1632,Liberal Arts College ,Computer Science,2.58,2023.0,"Apr 01, 2024",Marketing Intern,2.0,"Excel, Data Analysis",ACCEPTED,35248,Immediate,True,False,0.0
APP0202,James,Smith,james266 at email.com,(561) 753-1732,Private College,Marketing,2.81,2023.0,24-03-2024,Software Developer Intern,0.0,"Data Analysis, Python, SQL, R, Project Management", rejected ,38358,immediate,No,,4.0
